year,month,revenue
2019,1,13.18
2019,2,27.16
2019,3,42.97
2019,4,64.08
2019,5,null
2019,6,null
2019,7,null
2019,8,null
2019,9,null
2019,10,null
2019,11,null
2019,12,null
2018,1,10.53
2018,2,21.81
2018,3,33.54
2018,4,44.90
2018,5,55.62
2018,6,66.79
2018,7,78.96
2018,8,89.86
2018,9,113.86
2018,10,129.29
2018,11,145.03
2018,12,173.48
2017,1,9.61
2017,2,20.07
2017,3,33.87
2017,4,46.75
2017,5,60.56
2017,6,74.71
2017,7,86.95
2017,8,99.85
2017,9,113.68
2017,10,126.67
2017,11,137.54
2017,12,153.36
