year,month,revenue
2019,1,24.29
2019,2,22.06
2019,3,-2.63
2019,4,16.45
2019,5,null
2019,6,null
2019,7,null
2019,8,null
2019,9,null
2019,10,null
2019,11,null
2019,12,null
2018,1,14.29
2018,2,17.26
2018,3,16.07
2018,4,14.04
2018,5,14.76
2018,6,14.65
2018,7,14.56
2018,8,15.07
2018,9,18.71
2018,10,17.64
2018,11,17.31
2018,12,19.51
2017,1,-8.76
2017,2,-6.03
2017,3,3.70
2017,4,5.83
2017,5,4.27
2017,6,5.58
2017,7,3.90
2017,8,4.91
2017,9,7.32
2017,10,7.19
2017,11,7.13
2017,12,8.80
