year,month,revenue
CIBC-2019,1,6.10
CIBC-2019,2,0.47
CIBC-2019,3,null
CIBC-2019,4,null
CIBC-2018,1,5.08
CIBC-2018,2,14.18
CIBC-2018,3,13.39
CIBC-2018,4,31.61
INTRIA-2019,1,0.13
INTRIA-2019,2,null
INTRIA-2019,3,null
INTRIA-2019,4,null
INTRIA-2018,1,null
INTRIA-2018,2,1.01
INTRIA-2018,3,1.01
INTRIA-2018,4,null
INTRIA-2017,1,null
INTRIA-2017,2,null
INTRIA-2017,3,null
INTRIA-2017,4,null
