year,month,revenue
SCOTIA-2019,1,11.09
SCOTIA-2019,2,1.99
SCOTIA-2019,3,null
SCOTIA-2019,4,null
SCOTIA-2018,1,1.96
SCOTIA-2018,2,6.34
SCOTIA-2018,3,12.22
SCOTIA-2018,4,2.84
SCOTIA-2017,1,2.25
SCOTIA-2017,2,2.74
SCOTIA-2017,3,1.61
SCOTIA-2017,4,13.98
