year,month,revenue
2019,1,3.44
2019,2,7.09
2019,3,10.58
2019,4,13.94
2019,5,null
2019,6,null
2019,7,null
2019,8,null
2019,9,null
2019,10,null
2019,11,null
2019,12,null
2018,1,2.97
2018,2,6.51
2018,3,9.92
2018,4,13.69
2018,5,16.86
2018,6,20.00
2018,7,23.80
2018,8,27.55
2018,9,31.06
2018,10,35.06
2018,11,37.65
2018,12,42.40
2017,1,3.13
2017,2,5.43
2017,3,9.30
2017,4,12.99
2017,5,16.33
2017,6,21.39
2017,7,25.77
2017,8,29.48
2017,9,33.66
2017,10,37.66
2017,11,40.88
2017,12,43.90
